go,golang.org/x/text,v0.18.0,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/text,v0.18.0,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/api,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/api/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/genproto/googleapis/rpc,v0.0.0-20240903143218-8af14fe29dc1,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/genproto/googleapis/rpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=false; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/grpc,v1.68.0,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/grpc/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.1,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:9ddQBjfCyZPOHPUiPxpYESBLc+T8P3E+Vo4IbKZgFWg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,google.golang.org/protobuf,v1.34.2,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/google.golang.org/protobuf/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=; go.mod hash absent; indirect=true; verification=not-tested
go,gopkg.in/yaml.v3,v3.0.1,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/gopkg.in/yaml.v3/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:fxVm/GzAzEWqLHuvctI91KS9hhNmmWOoWu0XTYJS7CA=; go.mod hash absent; indirect=true; verification=not-tested
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/choices,choices/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/mid,mid/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/proxy,proxy/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/storage,storage/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/verification,verification/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/voting,voting/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/common/collector,v1.9.11,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
